Jun 11 2021 23:47:46 FW00 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 155.45.129.14 to 51.130.22.93 on interface GigabitEthernet0/3	 Anomaly
Jun 11 2021 23:50:06 FW13 : %ASA-4-400040: IPS:6102 RPC Dump 166.112.115.178 to 109.11.143.121 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:50:07 FW02 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/5: 223.222.204.32/39503 to laddr GigabitEthernet0/2: 172.28.98.84/37096	 Not anomaly
Jun 11 2021 23:50:07 FW04 : %ASA-4-419002: Received duplicate TCP SYN from GigabitEthernet0/4:122.198.69.130/59622 to GigabitEthernet0/3:205.92.68.13/61411 with different initial sequence number.	 Anomaly
Jun 11 2021 23:50:07 FW02 : %ASA-4-400014: IPS:2004 ICMP Echo Request 144.131.185.118 to 117.248.146.161 on interface GigabitEthernet0/2	 Anomaly
Jun 11 2021 23:50:07 FW01 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 114.57.218.59 to 9.200.165.155 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:50:08 FW16 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/3 changed state to up	 Anomaly
Jun 11 2021 23:50:08 FW01 : %ASA-6-314004: RTSP client GigabitEthernet0/3: 49.220.242.95 accessed RTSP URL http://lewis.com/	 Not anomaly
Jun 11 2021 23:50:08 FW11 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 11 2021 23:50:08 FW08 : %ASA-4-400012: IPS:2002 ICMP Source Quench 94.187.253.193 to 11.81.171.200 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:50:08 FW13 : %ASA-3-319001: Acknowledge for arp update for IP address 182.100.168.11 not received.	 Not anomaly
Jun 11 2021 23:50:08 FW04 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 113.233.238.179 to 163.8.64.230 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:50:09 FW10 : %ASA-5-611103: User logged out: Uname: user15	 Not anomaly
Jun 11 2021 23:50:09 FW06 : %ASA-6-611101: User authentication succeeded: IP, 197.120.182.244 : Uname: user17	 Not anomaly
Jun 11 2021 23:50:09 FW06 : %ASA-4-400036: IPS:6052 DNS Zone Transfer from High Port 103.219.194.2 to 64.159.225.194 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:50:09 FW04 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/3 waiting	 Not anomaly
Jun 11 2021 23:50:09 FW04 : %ASA-7-710002: UDP access permitted from 16.4.68.171/54779 to GigabitEthernet0/1:98.56.188.57/DNS	 Not anomaly
Jun 11 2021 23:50:09 FW22 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 183.251.73.78 to 154.129.69.190 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:50:10 FW12 : %ASA-6-605005: Login permitted from 153.65.140.174/44384 to GigabitEthernet0/1:155.251.137.106/DNS for user user6	 Anomaly
Jun 11 2021 23:50:10 FW17 : %ASA-6-611101: User authentication succeeded: IP, 203.204.249.75 : Uname: user17	 Not anomaly
Jun 11 2021 23:50:10 FW24 : %ASA-5-611103: User logged out: Uname: user8	 Not anomaly
Jun 11 2021 23:50:10 FW13 : %ASA-5-718016: Received HELLO response from 194.42.86.46	 Not anomaly
Jun 11 2021 23:50:10 FW02 : %ASA-4-400037: IPS:6053 DNS Request for All Records 180.109.83.231 to 154.72.28.48 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:50:11 FW25 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/2 during idb initialization	 Not anomaly
Jun 11 2021 23:50:11 FW11 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:50:11 FW05 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 209.16.210.130 to 156.22.84.194 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:11 FW00 : %ASA-6-303002: FTP connection from GigabitEthernet0/5:77.102.197.141/21047 to GigabitEthernet0/0: 142.195.137.133/30719 , user user7 action file filename	 Anomaly
Jun 11 2021 23:50:11 FW01 : %ASA-4-400037: IPS:6053 DNS Request for All Records 129.94.80.17 to 141.0.152.246 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:11 FW05 : %ASA-5-611103: User logged out: Uname: user12	 Not anomaly
Jun 11 2021 23:50:11 FW18 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 10.39.94.189 to 200.210.20.64 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:50:12 FW13 : %ASA-6-109001: Auth start for user user13 from 192.168.118.5/22746 to 168.78.214.218/40360	 Not anomaly
Jun 11 2021 23:50:12 FW04 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:50:12 FW02 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/1:155.234.21.119/59295 to GigabitEthernet0/0:40.206.30.208/43739 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 11 2021 23:50:12 FW15 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 16.35.167.132 to 34.135.108.116 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:50:13 FW12 : %ASA-4-400014: IPS:2004 ICMP Echo Request 176.109.115.176 to 173.49.190.38 on interface GigabitEthernet0/4	 Anomaly
Jun 11 2021 23:50:13 FW07 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 56.157.178.254 to 174.200.236.202 on interface GigabitEthernet0/2	 Anomaly
Jun 11 2021 23:50:13 FW14 : %ASA-7-718021: Sent KEEPALIVE response to 10.112.148.99	 Not anomaly
Jun 11 2021 23:50:13 FW25 : %ASA-7-718023: Received KEEPALIVE response from 219.87.215.251	 Not anomaly
Jun 11 2021 23:50:13 FW13 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 11 2021 23:50:13 FW12 : %ASA-4-400034: IPS:6050 DNS HINFO Request 91.130.249.206 to 86.123.110.79 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:50:14 FW06 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/5 waiting	 Not anomaly
Jun 11 2021 23:50:14 FW03 : %ASA-7-710005: TCP request discarded from 74.81.134.214/60662 to GigabitEthernet0/4:201.83.18.186/DNS	 Anomaly
Jun 11 2021 23:50:14 FW25 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 11 2021 23:50:14 FW05 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:50:14 FW15 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 3.152.70.125 to 99.113.30.66 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:50:14 FW24 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:50:14 FW20 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:50:14 FW02 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 69.232.219.254 to 21.192.41.129 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:50:15 FW11 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 11 2021 23:50:15 FW24 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/1 during idb initialization	 Not anomaly
Jun 11 2021 23:50:15 FW06 : %ASA-6-605005: Login permitted from 213.4.168.74/49650 to GigabitEthernet0/2:56.39.241.171/DNS for user user6	 Anomaly
Jun 11 2021 23:50:15 FW15 : %ASA-6-611101: User authentication succeeded: IP, 120.92.105.168 : Uname: user14	 Not anomaly
Jun 11 2021 23:50:15 FW14 : %ASA-6-605005: Login permitted from 80.106.13.194/23496 to GigabitEthernet0/5:131.47.134.165/NTP for user user3	 Anomaly
Jun 11 2021 23:50:15 FW19 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:50:15 FW03 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 11 2021 23:50:15 FW04 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 115.65.30.228 to 96.197.52.204 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:16 FW22 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 11 2021 23:50:16 FW20 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 165.230.54.118 to 85.40.25.120 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:50:16 FW01 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 202.61.33.233 to 35.224.235.58 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:16 FW15 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:50:16 FW11 : %ASA-4-733100: Interface drop rate 1 exceeded. Current burst rate is 1 per second, max configured rate is 8000 ; Current average rate is 2040 per second, max configured rate is 2000 ; Cumulative total count is 3930654	 Anomaly
Jun 11 2021 23:50:16 FW16 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/1:50.143.176.127/40946 to GigabitEthernet0/5:26.44.30.10/8895 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 11 2021 23:50:16 FW08 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 11 2021 23:50:16 FW18 : %ASA-6-605004: Login denied from 86.46.42.102/36843 to GigabitEthernet0/4:179.157.85.247/SMTP for user user20	 Anomaly
Jun 11 2021 23:50:17 FW11 : %ASA-7-713052: User user17 authenticated.	 Not anomaly
Jun 11 2021 23:50:17 FW13 : %ASA-5-718016: Received HELLO response from 175.24.181.169	 Not anomaly
Jun 11 2021 23:50:17 FW07 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 174.82.24.5 to 104.250.179.81 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:50:17 FW22 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/5:64.183.81.54/16913 to GigabitEthernet0/5:46.122.88.183/3431 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 11 2021 23:50:17 FW25 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 11 2021 23:50:17 FW14 : %ASA-5-718016: Received HELLO response from 210.181.165.31	 Not anomaly
Jun 11 2021 23:50:18 FW04 : %ASA-4-400034: IPS:6050 DNS HINFO Request 142.141.22.30 to 116.9.251.246 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:50:18 FW25 : %ASA-6-303002: FTP connection from GigabitEthernet0/2:91.211.246.60/36427 to GigabitEthernet0/1: 94.249.14.89/33920 , user user14 action file filename	 Anomaly
Jun 11 2021 23:50:18 FW22 : %ASA-4-400037: IPS:6053 DNS Request for All Records 173.16.220.40 to 6.143.164.196 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:18 FW07 : %ASA-5-718016: Received HELLO response from 28.47.17.114	 Not anomaly
Jun 11 2021 23:50:19 FW06 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 23.218.29.214 to 180.59.247.216 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:50:19 FW13 : %ASA-6-109005: Authentication succeeded for user user7 from 192.168.168.102/58440 to 213.181.8.129/25566 on interface GigabitEthernet0/3.	 Not anomaly
Jun 11 2021 23:50:19 FW03 : %ASA-6-109001: Auth start for user user3 from 192.168.184.3/53701 to 87.65.227.245/48932	 Not anomaly
Jun 11 2021 23:50:19 FW22 : %ASA-4-400015: IPS:2005 ICMP Time Exceeded for a Datagram 57.123.134.7 to 160.40.134.34 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:20 FW10 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 11 2021 23:50:20 FW18 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 11 2021 23:50:20 FW06 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 171.90.74.239 to 135.158.10.149 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:20 FW22 : %ASA-4-411004: Configuration status on interface GigabitEthernet0/2 changed state to up	 Not anomaly
Jun 11 2021 23:50:20 FW01 : %ASA-4-400030: IPS:3154 FTP Improper Port Specified from 214.131.245.176 to 201.114.240.141 on interface GigabitEthernet0/0	 Anomaly
Jun 11 2021 23:50:20 FW03 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 11 2021 23:50:20 FW23 : %ASA-4-400014: IPS:2004 ICMP Echo Request 183.191.71.210 to 192.83.228.113 on interface GigabitEthernet0/5	 Anomaly
Jun 11 2021 23:50:21 FW09 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:50:21 FW10 : %ASA-6-302003: Built H245 connection for foreign_address 5.105.211.160/48584 local_address 10.197.73.230 /17398	 Anomaly
Jun 11 2021 23:50:21 FW05 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:50:21 FW08 : %ASA-6-303002: FTP connection from GigabitEthernet0/1:218.157.43.21/41182 to GigabitEthernet0/4: 76.76.18.130/59989 , user user9 action file filename	 Anomaly
Jun 11 2021 23:50:21 FW00 : %ASA-4-400037: IPS:6053 DNS Request for All Records 152.165.72.239 to 176.182.68.131 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:50:21 FW09 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 118.234.232.41 to 145.153.205.84 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:22 FW17 : %ASA-5-718010: Sent HELLO response to 22.111.110.45	 Not anomaly
Jun 11 2021 23:50:22 FW10 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 199.39.3.19 to 121.173.125.112 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:50:22 FW14 : %ASA-7-715041: Received keep-alive of type keepalive_type , not the negotiated type	 Not anomaly
Jun 11 2021 23:50:22 FW03 : %ASA-4-400013: IPS:2003 ICMP Redirect 84.175.188.92 to 86.120.84.7 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:50:22 FW15 : %ASA-1-107002: RIP pkt failed from 180.55.159.88 : version=2 on interface GigabitEthernet0/1	 Anomaly
Jun 11 2021 23:50:23 FW24 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 11 2021 23:50:23 FW13 : %ASA-4-400049: IPS:6180 rexd (remote execution daemon) Attempt 129.136.40.164 to 189.12.161.101 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:50:23 FW00 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/5 , error code = Not responding , will try again.	 Anomaly
Jun 11 2021 23:50:23 FW20 : %ASA-4-400034: IPS:6050 DNS HINFO Request 102.4.80.21 to 64.38.113.9 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:50:23 FW03 : %ASA-7-713052: User user11 authenticated.	 Not anomaly
Jun 11 2021 23:50:23 FW01 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 200.172.107.100 to 121.133.81.73 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:50:23 FW11 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 216.187.16.97 to 172.59.173.209 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:50:24 FW18 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 11 2021 23:50:24 FW06 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 45.58.196.89 to 168.121.33.4 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:50:24 FW17 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 11.167.82.17 to 143.81.142.201 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:24 FW18 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 11 2021 23:50:24 FW00 : %ASA-4-400034: IPS:6050 DNS HINFO Request 213.234.76.241 to 118.204.213.204 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:50:25 FW03 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 185.107.141.10 to 1.224.224.30 on interface GigabitEthernet0/2	 Anomaly
Jun 11 2021 23:50:25 FW04 : %ASA-6-605005: Login permitted from 16.103.233.121/21225 to GigabitEthernet0/2:169.122.242.20/DHCP for user user1	 Anomaly
Jun 11 2021 23:50:25 FW13 : %ASA-4-400020: IPS:2010 ICMP Information Reply 64.215.143.143 to 87.74.230.120 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:50:25 FW20 : %ASA-6-314004: RTSP client GigabitEthernet0/3: 82.180.227.65 accessed RTSP URL http://www.jones.com/	 Not anomaly
Jun 11 2021 23:50:26 FW02 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:50:26 FW13 : %ASA-4-400012: IPS:2002 ICMP Source Quench 18.240.235.174 to 90.114.248.121 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:50:26 FW04 : %ASA-4-733101: Host 217.164.248.0 is attacking. Current burst rate is 150 per second, max configured rate is 0 ; Current average rate is 532 per second, max configured rate is 0 ; Cumulative total count is 12453.	 Anomaly
Jun 11 2021 23:50:26 FW00 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 73.47.178.225 to 102.43.151.221 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:50:26 FW06 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/3 , error code = Not responding , will try again.	 Anomaly
Jun 11 2021 23:50:26 FW13 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/1 during idb initialization	 Not anomaly
Jun 11 2021 23:50:26 FW02 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 51.74.26.205 to 99.129.56.129 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:50:27 FW12 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 6.72.183.110 to 199.14.231.231 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:50:27 FW12 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/0: 179.218.54.97/57379 to laddr GigabitEthernet0/4: 172.31.128.106/39269	 Not anomaly
Jun 11 2021 23:50:27 FW09 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 209.157.204.227 to 20.213.153.77 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:50:28 FW15 : %ASA-6-109005: Authentication succeeded for user user11 from 172.16.146.78/22731 to 197.49.255.111/21135 on interface GigabitEthernet0/4.	 Not anomaly
Jun 11 2021 23:50:28 FW03 : %ASA-4-401001: Shuns cleared	 Not anomaly
Jun 11 2021 23:50:28 FW23 : %ASA-6-109001: Auth start for user user2 from 172.28.146.172/8805 to 71.58.230.92/62942	 Not anomaly
Jun 11 2021 23:50:28 FW08 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/1 changed state to up	 Anomaly
Jun 11 2021 23:50:28 FW16 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 185.99.98.201 to 113.248.194.103 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:28 FW07 : %ASA-5-718010: Sent HELLO response to 199.192.127.2	 Not anomaly
Jun 11 2021 23:50:28 FW14 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 11 2021 23:50:28 FW09 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/5 changed state to up	 Anomaly
Jun 11 2021 23:50:28 FW15 : %ASA-4-400049: IPS:6180 rexd (remote execution daemon) Attempt 192.230.8.164 to 155.132.107.50 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:50:29 FW01 : %ASA-6-303002: FTP connection from GigabitEthernet0/5:220.138.72.104/26178 to GigabitEthernet0/3: 79.33.236.158/30555 , user user13 action file filename	 Anomaly
Jun 11 2021 23:50:29 FW11 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 95.58.233.135 to 153.112.246.112 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:50:29 FW21 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 11 2021 23:50:29 FW10 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:50:29 FW02 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 97.14.28.90 to 205.240.96.102 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:50:30 FW21 : %ASA-4-400013: IPS:2003 ICMP Redirect 113.6.36.162 to 157.227.76.125 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:50:30 FW05 : %ASA-6-605005: Login permitted from 122.101.37.174/42883 to GigabitEthernet0/1:84.24.24.133/SMTP for user user3	 Anomaly
Jun 11 2021 23:50:30 FW11 : %ASA-3-319002: Acknowledge for route update for IP address 42.233.109.221 not received.	 Not anomaly
Jun 11 2021 23:50:30 FW19 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 11 2021 23:50:30 FW24 : %ASA-4-733100: Conn limit drop rate 1 exceeded. Current burst rate is 10 per second, max configured rate is 800 ; Current average rate is 2240 per second, max configured rate is 1500 ; Cumulative total count is 545132	 Anomaly
Jun 11 2021 23:50:30 FW20 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 11 2021 23:50:30 FW21 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/0 , error code = Not responding , will try again.	 Anomaly
Jun 11 2021 23:50:30 FW20 : %ASA-4-733100: ACL drop drop rate 1 exceeded. Current burst rate is 50 per second, max configured rate is 800 ; Current average rate is 3510 per second, max configured rate is 1000 ; Cumulative total count is 7687574	 Anomaly
Jun 11 2021 23:50:30 FW10 : %ASA-4-733100: Conn limit drop rate 1 exceeded. Current burst rate is 10 per second, max configured rate is 800 ; Current average rate is 2240 per second, max configured rate is 1500 ; Cumulative total count is 545132	 Anomaly
